species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25
Piper aduncum,3100,2900,3000,2900,2200,2600,1000
Piper amalago,2100,2300,500,2200,1400,1700,1300
Piper andreanum,0,1500,1500,1900,N/A,N/A,N/A
Piper arboreum,2300,1800,2400,2400,1300,1000,N/A
Piper artanthe,2800,3100,0,N/A,N/A,N/A,N/A
Piper augustum,3100,2300,2900,900,1000,N/A,N/A
Piper barbatum,1700,1800,2100,2900,200,N/A,N/A
Piper carpunya,1800,2600,2200,1300,0,N/A,N/A
Piper cernuum,2200,2100,1600,N/A,N/A,1200,N/A
Piper crassinervium,2800,3100,2500,1200,2600,2200,N/A
Piper glanduligerum,2100,1600,600,N/A,N/A,N/A,N/A
Piper grande,2200,2200,1500,100,N/A,N/A,N/A
Piper imperiale,1600,1900,2800,N/A,N/A,N/A,N/A
Piper lacunosum,2200,2600,400,N/A,N/A,N/A,N/A
Piper longispicum,1400,1100,1400,N/A,N/A,N/A,N/A
Piper marequitense,1100,800,1600,N/A,N/A,200,N/A
Piper munchanum,2200,N/A,1800,1200,N/A,N/A,N/A
Piper nubigenum,500,3000,2900,N/A,N/A,N/A,N/A
Piper obliquum,2500,2100,2200,2600,2100,700,N/A
Piper phytolaccifolium,2100,1100,2600,0,0,N/A,N/A
Piper reticulatum,1300,1000,400,600,900,0,N/A
Piper tuberculatum,2100,1900,1000,1700,1000,500,N/A
Piptocoma discolor,3100,3100,2800,1800,0,N/A,N/A
Pisonia aculeata,300,1000,900,N/A,300,0,N/A
Platymiscium pinnatum,2300,1100,800,0,1400,1400,N/A
Platymiscium stipulare,100,1700,1100,300,800,1000,N/A
Platypodium elegans,800,200,N/A,N/A,0,2200,N/A
Pleuranthodendron lindenii,700,800,900,1100,300,N/A,N/A
Pleurothyrium cuneifolium,1100,1300,1200,1400,2200,800,N/A
Pleurothyrium trianae,2100,600,2000,600,1700,700,N/A
Plumeria rubra,1300,700,400,0,N/A,2400,N/A
Podocarpus guatemalensis,1400,800,1700,N/A,N/A,N/A,N/A
Podocarpus magnifolius,1100,600,N/A,300,1700,600,N/A
Podocarpus oleifolius,3300,2800,3100,2800,3000,1600,N/A
Poeppigia procera,400,0,N/A,N/A,200,0,N/A
Pogonopus tubulosus,0,N/A,N/A,N/A,2300,1400,1500
Polybotrya polybotryoides,2000,1800,1400,0,0,N/A,N/A
Posoqueria chocoana,0,1300,0,N/A,N/A,N/A,N/A
Posoqueria coriacea,2800,2600,1900,2000,3200,N/A,N/A
Posoqueria latifolia,2700,2400,1900,1300,2300,300,N/A
Potalia amara,500,800,1100,1100,1000,N/A,N/A
Poulsenia armata,1900,1700,1400,800,1500,900,N/A
Pourouma bicolor,1600,1700,1700,700,1600,700,N/A
Pourouma cecropiifolia,2000,1300,2000,900,1300,1400,N/A
Pourouma guianensis,200,1600,1700,1400,1600,1200,N/A
Pourouma melinonii,1200,600,1700,1300,0,N/A,N/A
Pourouma minor,2200,1200,1600,700,3000,1400,N/A
Pourouma mollis,0,400,1800,1500,1300,0,N/A
Pouteria baehniana,2100,1900,2000,1200,1000,1800,N/A
Pouteria bangii,0,400,1800,0,1300,800,N/A
Pouteria bilocularis,0,900,1500,1100,1700,1300,N/A
Pouteria caimito,2400,1700,2000,1000,1800,2100,N/A
Pouteria cuspidata,900,1400,1500,800,1400,1100,N/A
Pouteria durlandii,900,0,900,N/A,1300,600,N/A
Pouteria glomerata,500,800,1400,0,1000,200,N/A
Pouteria guianensis,0,0,0,N/A,N/A,N/A,N/A
Pouteria lucuma,2400,2000,2100,1900,1400,N/A,N/A
Pouteria multiflora,1800,1800,1400,100,N/A,0,N/A
Pouteria reticulata,900,900,1100,400,1000,100,N/A
Pouteria sapota,1400,700,0,N/A,0,N/A,N/A
Pouteria subrotata,200,900,700,N/A,N/A,0,N/A
Pouteria torta,2200,3900,1400,2400,1600,1800,N/A
Pouteria trilocularis,1700,1500,1000,600,1700,N/A,N/A
Praecereus euchlorus,1000,300,1400,0,500,700,0
Prestoea acuminata,1500,2500,2400,1700,1800,1500,N/A
Prestoea decurrens,1000,1500,800,N/A,N/A,N/A,N/A
Prestoea ensiformis,100,1800,2100,N/A,0,N/A,N/A
Prionostemma asperum,500,400,N/A,N/A,300,600,N/A
Protium altsonii,600,3300,200,0,800,N/A,N/A
Protium amazonicum,0,1200,900,400,800,100,N/A
Protium amplum,900,1600,0,N/A,N/A,N/A,N/A
Protium apiculatum,1000,1700,300,N/A,100,N/A,N/A
Protium aracouchini,900,1300,1400,600,1300,N/A,N/A
Protium colombianum,2000,700,0,N/A,N/A,N/A,N/A
Protium divaricatum,100,300,500,300,1300,N/A,N/A
Protium ecuadorense,1300,1700,800,N/A,N/A,N/A,N/A
Protium glabrescens,0,800,300,0,2000,400,N/A
Protium guianense,900,700,100,N/A,0,N/A,N/A
Protium hebetatum,300,3400,200,2300,200,N/A,N/A
Protium laxiflorum,0,200,500,N/A,N/A,N/A,N/A
Protium macrophyllum,600,800,0,0,600,N/A,N/A
Protium opacum,600,1300,1600,0,700,0,N/A
Protium sagotianum,1000,700,500,300,300,0,N/A
Protium spruceanum,800,1100,700,100,1300,N/A,N/A
Protium subserratum,1200,800,1000,800,N/A,N/A,N/A
Protium tenuifolium,1600,1000,300,500,500,N/A,N/A
Protium unifoliolatum,2000,1000,400,0,900,200,N/A
Prumnopitys harmsiana,500,0,1700,300,2100,600,N/A
Prumnopitys montana,2400,3100,1900,1700,1300,0,N/A
Prunus debilis,2600,2300,2100,2300,2800,1400,N/A
Prunus falcata,0,600,400,N/A,N/A,N/A,N/A
Prunus huantensis,100,1600,2300,0,2100,N/A,N/A
Prunus integrifolia,2800,2200,200,400,2000,2200,400
Prunus muris,1300,1000,400,N/A,N/A,N/A,N/A
Prunus opaca,1800,1800,1300,N/A,N/A,N/A,N/A
Prunus subcorymbosa,1000,1500,1100,N/A,1800,N/A,N/A
Prunus urotaenia,900,1100,N/A,N/A,0,N/A,N/A
Psammisia graebneriana,1200,1600,700,N/A,N/A,N/A,N/A
Pseudobombax septenatum,1400,1200,600,300,1300,700,N/A
Pseudolmedia laevigata,1700,1800,1600,1500,1500,1300,N/A
Pseudolmedia laevis,1000,1200,1600,2400,1800,1400,N/A
Pseudolmedia macrophylla,0,600,1500,1100,1500,1000,N/A
Pseudolmedia rigida,1900,2000,1900,400,2800,500,N/A
Psidium guineense,2700,2800,1700,1800,1900,2200,800
Psychotria biaristata,2600,0,N/A,0,N/A,N/A,N/A
Psychotria brachiata,1500,1800,1000,N/A,N/A,N/A,N/A
Psychotria cauligera,300,0,800,N/A,N/A,N/A,N/A
Psychotria ernestii,0,100,200,0,1200,500,N/A
Psychotria fortuita,1900,1300,2700,400,800,N/A,N/A
Psychotria grandis,900,900,400,N/A,N/A,N/A,N/A
Psychotria horizontalis,2100,1100,1100,N/A,N/A,N/A,N/A
Psychotria micrantha,2100,2000,1700,500,400,0,N/A
Psychotria officinalis,1800,1500,2700,N/A,N/A,N/A,N/A
Psychotria remota,1000,1300,1800,1700,1400,0,N/A
Psychotria saltatrix,900,1500,300,N/A,N/A,N/A,N/A
Pterocarpus officinalis,1100,100,1200,N/A,600,N/A,N/A
Pterocarpus rohrii,500,600,900,500,800,200,N/A
Purdiaea nutans,300,800,1700,1800,N/A,N/A,N/A
Qualea paraensis,400,1200,500,300,700,N/A,N/A
Quiina amazonica,0,800,900,1000,1400,0,N/A
Quiina cruegeriana,0,1100,300,400,600,1000,N/A
Quiina florida,400,700,2000,1000,1300,1100,N/A
Quiina macrophylla,600,1100,200,N/A,200,N/A,N/A
Quiina obovata,700,0,300,N/A,300,N/A,N/A
Quiina pteridophylla,800,1300,0,0,N/A,N/A,N/A
Randia armata,2100,2700,2400,700,3200,2100,800
Randia hondensis,1900,0,0,N/A,N/A,N/A,N/A
Rauvolfia leptophylla,2200,1000,1800,N/A,1200,200,N/A
Retiniphyllum concolor,500,500,700,1000,N/A,N/A,N/A
Retrophyllum rospigliosii,1300,3200,500,500,2000,N/A,N/A
Rhodostemonodaphne grandis,0,500,500,N/A,700,N/A,N/A
Rhodostemonodaphne kunthiana,1700,1900,2000,2000,1700,1500,N/A
Richeria grandis,2500,1700,1900,1300,2000,1700,N/A
Rinorea lindeniana,1000,1100,700,200,800,100,N/A
Rinorea paniculata,400,300,100,N/A,600,N/A,N/A
Rinorea pubiflora,600,500,100,400,400,0,N/A
Rinorea viridifolia,400,600,900,1400,1200,700,N/A
Rinoreocarpus ulei,400,200,1000,N/A,1000,0,N/A
Ronabea latifolia,1000,1000,700,800,1200,400,N/A
Roucheria columbiana,600,500,500,200,300,N/A,N/A
Roucheria laxiflora,1500,1100,800,400,100,500,N/A
Roupala monosperma,1200,2100,2200,1200,2600,300,N/A
Roupala montana,2300,2600,2400,1300,2700,1900,600
Ruagea glabra,2900,3000,2900,2200,3400,2700,N/A
Ruagea hirsuta,1800,1300,2500,1100,1000,1400,N/A
Ruagea pubescens,1600,1300,1400,0,800,N/A,N/A
Ruagea tomentosa,1200,1100,2200,N/A,300,800,N/A
Rudgea cornifolia,1900,2200,1000,1700,1800,1400,N/A
Ryania spruceana,400,300,200,400,0,N/A,N/A
Salacia cordata,1500,1800,1900,1700,2100,N/A,N/A
Salacia solimoesensis,500,N/A,200,0,0,N/A,N/A
Sambucus nigra,2400,2900,2200,N/A,N/A,2200,0
Sambucus peruviana,800,1700,1200,2900,2900,2400,2000
Sapindus saponaria,2600,2100,2000,1600,2200,2400,N/A
Sapium glandulosum,2500,3800,2000,2000,2400,2500,2300
Sapium laurifolium,1700,1700,2200,300,1800,0,N/A
Sapium marmieri,0,800,2000,600,1300,2100,N/A
Sapium stylare,3400,3000,2800,200,1700,N/A,N/A
Saracha punctata,300,800,1000,1200,2500,2500,N/A
Sarcaulus brasiliensis,100,800,900,600,1600,500,N/A
Saurauia brachybotrys,2200,3100,900,N/A,N/A,N/A,N/A
Saurauia bullosa,1800,2000,2100,300,N/A,N/A,N/A
Saurauia laevigata,1500,0,N/A,N/A,0,N/A,N/A
Saurauia prainiana,700,2300,2600,1000,0,N/A,N/A
Saurauia pseudostrigillosa,0,1200,2100,0,N/A,N/A,N/A
Saurauia stapfiana,3200,1300,N/A,0,N/A,N/A,N/A
Saurauia tomentosa,1100,2000,2300,N/A,N/A,N/A,N/A
Saurauia ursina,2500,2000,0,N/A,N/A,N/A,N/A
Schefflera minutiflora,1700,0,1300,N/A,N/A,N/A,N/A
Schizocalyx bracteosa,1200,2200,800,N/A,N/A,N/A,N/A
Schizolobium parahyba,1400,600,700,100,400,300,N/A
Schnella glabra,2100,500,300,400,1300,0,N/A
Seguieria americana,200,0,N/A,500,1000,0,N/A
Senegalia polyphylla,800,1700,1000,500,1100,1400,N/A
Senegalia riparia,1900,3100,1400,1300,2900,2000,400
Senna bacillaris,1200,1600,1200,200,200,N/A,N/A
Senna ruiziana,0,1000,1500,1300,1500,1500,N/A
Senna silvestris,1500,1000,200,1000,800,600,N/A
Senna spectabilis,2100,1400,1900,N/A,2800,1900,1300
Sideroxylon obtusifolium,0,0,N/A,1200,1000,2000,100
Simarouba amara,1700,1400,1500,1500,1800,1300,N/A
Simira cordifolia,700,1200,900,300,N/A,N/A,N/A
Simira rubescens,800,1100,500,600,900,N/A,N/A
Siparuna aspera,2900,2700,2700,1800,2600,1400,N/A
Siparuna cervicornis,1000,800,500,200,300,N/A,N/A
Siparuna conica,2600,1900,1000,N/A,N/A,N/A,N/A
Siparuna decipiens,2100,1500,1300,300,1000,300,N/A
Siparuna echinata,1300,2900,2800,N/A,N/A,N/A,N/A
Siparuna gigantotepala,800,1700,0,N/A,N/A,N/A,N/A
Siparuna guianensis,2300,1300,1000,700,2100,1300,N/A
Siparuna laurifolia,1900,2600,1300,200,N/A,N/A,N/A
Siparuna lepidota,1100,2900,2100,N/A,N/A,N/A,N/A
Siparuna thecaphora,2900,2800,1900,1700,2500,2100,N/A
Siparuna tomentosa,200,N/A,1500,3200,2800,2400,N/A
Siphoneugena dussii,1200,1900,0,600,1600,N/A,N/A
Sisyrinchium micranthum,2200,2300,2500,300,1000,2100,1800
Sloanea brevispina,2100,1500,800,0,N/A,N/A,N/A
Sloanea durissima,1200,0,2000,100,N/A,N/A,N/A
Sloanea eichleri,0,200,0,0,800,600,N/A
Sloanea fragrans,1300,1600,900,2300,1100,1100,N/A
Sloanea gracilis,1000,N/A,100,N/A,1400,N/A,N/A
Sloanea guianensis,1800,1900,2000,700,1100,1400,N/A
Sloanea latifolia,400,400,400,0,800,0,N/A
Sloanea laxiflora,0,0,300,N/A,200,0,N/A
Sloanea parvifructa,0,800,800,0,N/A,N/A,N/A
Sloanea pubescens,400,1000,1100,1400,1300,700,N/A
Sloanea robusta,1400,N/A,400,0,1200,N/A,N/A
Sloanea rufa,1100,400,1400,800,1900,1300,N/A
Sloanea terniflora,600,N/A,1500,200,900,0,N/A
Sloanea tuerckheimii,1800,1700,1000,1500,1200,1000,N/A
Socratea exorrhiza,3700,2100,1100,400,2300,1100,N/A
Socratea rostrata,600,1400,1600,400,N/A,N/A,N/A
Solanum anceps,1200,2400,2300,2500,2900,2500,N/A
Solanum aphyodendron,2100,3100,2600,1400,2300,2600,0
Solanum arboreum,3100,1900,700,N/A,0,N/A,N/A
Solanum asperolanatum,2600,3400,2400,2300,2500,2300,N/A
Solanum hypaleurotrichum,1100,3000,1600,N/A,0,N/A,N/A
Solanum lepidotum,1900,2300,1900,1700,600,N/A,N/A
Solanum nutans,800,1900,2100,2000,2800,1800,400
Solanum oblongifolium,2600,3100,2800,1200,N/A,N/A,N/A
Solanum sessile,1900,1800,1900,2400,2800,1800,600
Solanum umbellatum,2100,2000,1200,N/A,0,N/A,N/A
Sorocea affinis,2200,0,0,N/A,N/A,N/A,N/A
Sorocea pubivena,1600,1400,1500,1000,1100,0,N/A
Sorocea sprucei,500,1200,N/A,200,200,1300,N/A
Sorocea steinbachii,300,1100,1600,300,2600,1000,N/A
Sorocea trophoides,1000,1600,1500,1600,0,N/A,N/A
Sphaeropteris quindiuensis,2200,1500,2000,800,1800,100,N/A
Spirotheca rosea,1400,1500,1300,400,1400,200,N/A
Spondias mombin,1400,1000,0,N/A,0,N/A,N/A
Staphylea occidentalis,2800,3200,2900,2200,3200,2100,N/A
Stenostomum acreanum,400,200,200,N/A,100,400,N/A
Stephanopodium angulatum,800,1200,1800,N/A,N/A,N/A,N/A
Sterculia apetala,1400,1100,1400,2300,900,400,N/A
Sterculia colombiana,1000,900,1100,N/A,100,N/A,N/A
Bocconia frutescens,2000,2900,2200,1500,2400,2500,N/A
Bocconia integrifolia,2800,2900,2500,1700,2100,2600,1200
Boehmeria caudata,3300,2500,1800,900,2700,2300,1400
Boehmeria ulmifolia,300,2300,2600,1300,2500,1900,0
Bomarea multiflora,2900,2600,2800,N/A,0,900,N/A
Brosimum alicastrum,800,1200,1000,400,1800,N/A,N/A
Brosimum guianense,1000,2700,900,2400,1400,1200,N/A
Brosimum lactescens,1500,1700,1000,1000,1300,1100,N/A
Brosimum rubescens,200,500,400,300,1200,N/A,N/A
Brosimum utile,2300,1900,1500,200,1300,N/A,N/A
Brownea multijuga,300,600,400,N/A,N/A,N/A,N/A
Brunellia acostae,800,2100,2400,N/A,N/A,N/A,N/A
Brunellia comocladifolia,2600,2400,1600,N/A,N/A,N/A,N/A
Brunellia dulcis,0,800,N/A,200,900,N/A,N/A
Brunellia sibundoya,1600,1600,300,N/A,1300,400,N/A
Sterculia pruriens,400,300,300,0,500,N/A,N/A
Sterculia speciosa,400,N/A,100,N/A,N/A,0,N/A
Stilpnophyllum oellgaardii,1000,N/A,1700,2300,N/A,N/A,N/A
Strychnos guianensis,1000,500,200,N/A,0,N/A,N/A
Strychnos toxifera,700,1100,300,N/A,600,N/A,N/A
Stryphnodendron microstachyum,300,400,N/A,200,600,100,N/A
Styloceras laurifolium,0,1200,1300,500,3200,400,N/A
Stylogyne ardisioides,300,1600,2000,2400,2000,1800,N/A
Stylogyne longifolia,2400,2000,2700,100,700,300,N/A
Stylogyne turbacensis,2700,2200,400,N/A,N/A,N/A,N/A
Styrax pavonii,1800,2900,900,800,2000,N/A,N/A
Styrax pentlandianus,1400,0,N/A,500,1500,2200,N/A
Styrax peruvianus,0,N/A,1100,500,N/A,N/A,N/A
Swartzia amplifolia,600,100,100,N/A,0,N/A,N/A
Swartzia myrtifolia,600,1200,1900,2300,1400,100,N/A
Swartzia oraria,800,400,100,N/A,100,N/A,N/A
Swartzia schultesii,400,300,100,N/A,N/A,N/A,N/A
Swartzia simplex,600,1000,1400,1400,1300,200,N/A
Swietenia macrophylla,1300,N/A,400,900,800,600,N/A
Symphonia globulifera,600,1700,1900,1100,1400,1400,N/A
Symplocos arechea,0,N/A,600,1400,2000,1600,N/A
Symplocos bogotensis,200,1000,1600,200,1100,1000,N/A
Symplocos fuliginosa,0,300,1200,900,800,N/A,N/A
Tabebuia ochracea,2100,200,N/A,0,N/A,N/A,N/A
Tabernaemontana columbiensis,300,1400,1400,N/A,N/A,N/A,N/A
Tabernaemontana cymosa,1600,0,200,300,1500,1200,N/A
Tabernaemontana grandiflora,1900,3300,0,N/A,N/A,N/A,N/A
Tabernaemontana markgrafiana,700,1700,300,100,200,N/A,N/A
Tabernaemontana sananho,1200,1700,2100,1100,1100,N/A,N/A
Tachia parviflora,1400,1200,600,700,900,600,N/A
Talisia cerasina,900,1700,600,400,1000,100,N/A
Talisia hexaphylla,100,N/A,0,100,1100,700,N/A
Talisia macrophylla,700,1700,200,400,700,0,N/A
Talisia nervosa,700,500,600,N/A,800,N/A,N/A
Tapirira guianensis,2000,1900,1900,1700,2100,1900,N/A
Tapirira obtusa,0,1000,2000,300,1700,N/A,N/A
Tapura guianensis,400,1500,1100,0,N/A,N/A,N/A
Terminalia amazonia,1000,1400,1900,800,1000,1000,N/A
Terminalia oblonga,1300,0,900,2300,1300,800,N/A
Terminalia tetraphylla,1400,600,700,N/A,1200,1600,N/A
Ternstroemia macrocarpa,1300,2100,600,N/A,N/A,N/A,N/A
Ternstroemia meridionalis,2200,1800,N/A,N/A,200,N/A,N/A
Tessaria integrifolia,2200,3300,3400,2700,2300,2200,1100
Tetragastris altissima,300,400,0,200,900,500,N/A
Tetragastris panamensis,1500,1500,700,500,1100,100,N/A
Tetrathylacium macrophyllum,1000,2000,1700,1500,1300,N/A,N/A
Tetrorchidium andinum,1800,2200,2500,N/A,300,N/A,N/A
Tetrorchidium euryphyllum,900,2300,1000,N/A,N/A,N/A,N/A
Tetrorchidium macrophyllum,0,2500,1900,600,1500,N/A,N/A
Tetrorchidium rubrivenium,2400,2300,3000,900,2200,1000,N/A
Theobroma bicolor,0,1000,800,N/A,0,N/A,N/A
Theobroma cacao,2100,1500,1900,1300,900,200,N/A
Theobroma glaucum,900,1000,200,N/A,0,N/A,N/A
Tocoyena pittieri,0,2000,1200,N/A,N/A,N/A,N/A
Tournefortia cuspidata,800,700,2300,500,600,100,N/A
Tournefortia fuliginosa,2500,2300,2500,0,N/A,N/A,N/A
Tournefortia scabrida,2800,2600,3500,1400,0,N/A,N/A
Tovomita carinata,0,N/A,0,300,0,N/A,N/A
Tovomita choisyana,1000,300,0,N/A,N/A,N/A,N/A
Tovomita spruceana,800,500,200,N/A,N/A,N/A,N/A
Tovomita stylosa,1400,1900,200,500,500,N/A,N/A
Toxicodendron striatum,2600,2300,1300,1200,2400,300,N/A
Trattinnickia aspera,900,500,0,500,200,0,N/A
Trattinnickia burserifolia,400,700,900,0,100,N/A,N/A
Trattinnickia lawrancei,800,0,200,N/A,N/A,N/A,N/A
Trema integerrima,1300,500,2100,0,100,N/A,N/A
Trema micrantha,2500,2900,2400,2200,2800,2200,2800
Trichilia cipo,100,600,100,0,0,N/A,N/A
Trichilia elegans,1200,1000,900,800,2000,2500,N/A
Trichilia hirta,2800,2900,2400,0,2000,3000,N/A
Trichilia inaequilatera,100,800,100,200,1400,2000,N/A
Trichilia martiana,1900,2000,1600,1100,0,N/A,N/A
Trichilia maynasiana,100,400,1800,500,600,200,N/A
Trichilia micrantha,400,1300,1200,800,900,700,N/A
Trichilia moschata,200,0,0,N/A,N/A,N/A,N/A
Trichilia pallida,1600,2400,2100,2400,1900,1900,N/A
Trichilia pleeana,900,700,1100,2300,1300,1200,N/A
Trichilia poeppigii,800,200,1500,100,900,N/A,N/A
Trichilia quadrijuga,300,1300,400,200,1000,700,N/A
Trichilia schomburgkii,400,1000,N/A,0,100,N/A,N/A
Trichilia septentrionalis,2200,1600,1800,1700,1600,1000,N/A
Trichospermum galeottii,1200,1000,600,N/A,N/A,N/A,N/A
Triplaris americana,1900,1000,1500,1000,1700,2400,N/A
Triplaris cumingiana,800,400,2900,1800,100,100,N/A
Triplaris weigeltiana,400,N/A,200,1000,N/A,N/A,N/A
Trophis racemosa,1500,1100,700,900,0,N/A,N/A
Ulex europaeus,1400,2600,0,N/A,0,0,N/A
Unonopsis guatterioides,1100,700,500,1400,500,1000,N/A
Unonopsis pacifica,800,0,0,N/A,N/A,N/A,N/A
Unonopsis spectabilis,600,400,800,400,200,800,N/A
Urera baccifera,2100,2900,2100,2000,2500,1700,1500
Urera caracasana,2100,2000,2800,1600,2400,1500,0
Urera lianoides,600,N/A,900,N/A,2100,1700,100
Urera simplex,1800,2400,1900,2600,1800,1900,1100
Vachellia macracantha,900,2000,2400,2200,1300,3600,1900
Vallea stipularis,3500,3500,3800,2400,2100,3700,500
Varronia cylindrostachya,2300,3100,2600,500,1400,1500,N/A
Vasconcellea microcarpa,2100,2400,2500,2300,1700,1700,N/A
Vasconcellea pubescens,900,2900,1100,N/A,700,N/A,N/A
Vatairea guianensis,0,0,100,N/A,N/A,N/A,N/A
Verbesina arborea,2400,1800,1100,0,N/A,N/A,N/A
Verbesina nudipes,2000,2800,1900,N/A,N/A,N/A,N/A
Vernonanthura patens,2400,2800,3000,2100,2800,2800,N/A
Viburnum ayavacense,1900,0,1700,N/A,0,1600,N/A
Viburnum hallii,1000,2800,2500,2400,3100,1400,N/A
Viburnum lasiophyllum,1100,2200,100,N/A,N/A,0,N/A
Viburnum pichinchense,3400,1500,2000,N/A,0,N/A,N/A
Viburnum reticulatum,0,0,N/A,500,N/A,N/A,N/A
Viburnum tinoides,2400,1900,700,N/A,N/A,N/A,N/A
Viburnum toronis,2000,2500,1500,N/A,N/A,N/A,N/A
Viburnum triphyllum,2300,2100,2700,1700,700,0,N/A
Virola calophylla,0,800,1800,900,1000,0,N/A
Virola dixonii,500,700,200,N/A,N/A,N/A,N/A
Virola elongata,300,1300,1000,1000,1400,800,0
Virola flexuosa,700,300,900,500,800,300,N/A
Virola loretensis,0,100,200,100,200,N/A,N/A
Virola pavonis,200,1200,1000,800,1300,N/A,N/A
Virola reidii,500,800,1000,N/A,N/A,N/A,N/A
Virola sebifera,2000,1700,1900,1500,1500,1300,N/A
Vismia baccifera,3500,3400,2300,1600,1500,100,N/A
Vismia cayennensis,2500,1100,2100,0,300,700,N/A
Vismia gracilis,0,1200,900,1500,1700,2200,N/A
Vismia guianensis,2700,2300,0,2300,N/A,1900,N/A
Vismia lauriformis,2400,1900,2300,0,1500,900,N/A
Vismia macrophylla,1300,1800,1600,200,900,N/A,N/A
Vismia mandurr,300,2100,2000,400,N/A,N/A,N/A
Vismia sprucei,2200,300,1600,700,800,0,N/A
Vismia tomentosa,0,1100,2400,200,2000,0,N/A
Vitex cymosa,100,100,700,0,1100,400,N/A
Vitex triflora,300,900,100,600,1800,0,N/A
Vochysia duquei,1200,400,700,600,N/A,N/A,N/A
Vochysia ferruginea,1900,1200,100,500,100,N/A,N/A
Vochysia lehmannii,3100,600,N/A,0,300,N/A,N/A
Vochysia megalantha,1900,500,N/A,N/A,0,N/A,N/A
Warszewiczia coccinea,2500,2500,2100,1400,1200,600,N/A
Warszewiczia uxpanapensis,300,N/A,100,N/A,0,N/A,N/A
Weinmannia auriculata,3500,1900,1400,700,2700,1200,N/A
Weinmannia cochensis,1300,1100,1600,1800,1500,0,N/A
Weinmannia elliptica,2100,2300,3000,1700,N/A,N/A,N/A
Weinmannia fagaroides,2000,2500,1600,1000,1200,1000,N/A
Weinmannia latifolia,0,2000,1900,500,1100,0,N/A
Weinmannia lechleriana,600,N/A,N/A,1100,1000,1200,N/A
Weinmannia lentiscifolia,100,2200,2100,0,900,500,N/A
Weinmannia mariquitae,2500,1200,2200,0,0,N/A,N/A
Weinmannia microphylla,1000,100,1100,200,700,1900,N/A
Weinmannia multijuga,1900,1900,2800,0,1700,1200,N/A
Weinmannia ovata,100,0,2000,1200,1900,1000,N/A
Weinmannia pinnata,2600,2900,2700,3200,2200,1400,N/A
Weinmannia pubescens,2100,2700,1800,1000,1900,N/A,N/A
Weinmannia reticulata,1500,2500,1400,700,1200,1000,N/A
Weinmannia rollottii,2100,2500,1200,N/A,N/A,0,N/A
Weinmannia sorbifolia,2100,2800,2400,1300,2300,2000,N/A
Wettinia fascicularis,900,1800,100,N/A,N/A,N/A,N/A
Wettinia kalbreyeri,2100,1700,1400,N/A,N/A,N/A,N/A
Wettinia oxycarpa,0,2200,0,N/A,N/A,N/A,N/A
Wettinia quinaria,1000,3800,2500,0,N/A,N/A,N/A
Witheringia coccoloboides,2800,2900,1100,N/A,N/A,N/A,N/A
Wittmackanthus stanleyanus,900,300,100,N/A,N/A,N/A,N/A
Xanthosoma sagittifolium,2200,1700,2100,900,400,1600,N/A
Ximenia americana,200,N/A,N/A,N/A,400,1600,600
Xylopia amazonica,300,300,200,N/A,0,N/A,N/A
Xylopia aromatica,2200,1300,600,200,600,500,N/A
Xylopia calophylla,0,N/A,700,0,800,N/A,N/A
Xylopia emarginata,200,500,0,N/A,400,N/A,N/A
Xylopia frutescens,800,0,N/A,N/A,400,N/A,N/A
Xylopia polyantha,800,100,200,N/A,0,800,N/A
Xylopia sericea,500,300,300,100,300,200,N/A
Zanthoxylum acuminatum,2100,600,1200,200,1600,1000,N/A
Zanthoxylum fagara,2300,2700,2300,2500,2100,2000,1100
Zanthoxylum formiciferum,0,1300,400,N/A,0,N/A,N/A
Zanthoxylum melanostictum,1200,1100,1900,200,0,N/A,N/A
Zanthoxylum pucro,0,0,N/A,N/A,500,700,N/A
Zanthoxylum quinduense,1200,2800,1800,300,N/A,N/A,N/A
Zanthoxylum rhoifolium,3500,2300,2200,800,1400,2800,1700
Zanthoxylum rigidum,1300,2400,N/A,400,0,200,500
Zinowiewia australis,1200,1800,1700,N/A,2300,1000,N/A
Zygia latifolia,300,1200,200,N/A,300,N/A,N/A
Bunchosia argentea,1900,1800,2000,0,2000,N/A,N/A
Bunchosia armeniaca,2300,2300,2600,1600,2300,2000,N/A
Bunchosia pseudonitida,1800,1300,N/A,200,N/A,N/A,N/A
Bursera graveolens,700,1200,1400,1900,N/A,N/A,N/A
Bursera simaruba,1400,200,N/A,N/A,0,N/A,N/A
Byrsonima arthropoda,1600,0,2200,2400,1800,2300,N/A
Byrsonima garcibarrigae,1800,600,0,200,N/A,N/A,N/A
Byrsonima spicata,1500,300,N/A,300,1400,2000,N/A
Byrsonima stipulacea,0,N/A,0,N/A,0,N/A,N/A
Cabralea canjerana,0,1200,2400,1000,2100,1800,N/A
Calatola costaricensis,3000,2300,2000,1800,2100,1000,N/A
Calliandra magdalenae,1400,900,0,N/A,1100,N/A,N/A
Calophyllum brasiliense,2500,2000,1500,300,1400,1200,N/A
Calycolpus moritzianus,2700,2000,600,N/A,N/A,N/A,N/A
Campomanesia speciosa,0,0,900,200,900,0,N/A
Capirona decorticans,0,300,700,400,500,N/A,N/A
Caryocar amygdaliferum,800,0,N/A,N/A,0,N/A,N/A
Caryocar glabrum,1700,1300,1000,1700,1600,0,N/A
