species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25,num_of_regions
Nectandra lineata,1300,1300,1300,200,N/A,0,N/A,5
Nectandra lineatifolia,300,500,1400,1600,1600,N/A,N/A,5
Nectandra membranacea,1300,1900,2000,2100,2800,2200,0,7
Nectandra obtusata,1300,1300,1400,1000,500,0,N/A,6
Nectandra reticulata,1800,2200,2100,2500,3300,1800,N/A,6
Neea amplifolia,1300,N/A,N/A,N/A,0,0,N/A,3
Neea divaricata,1600,1800,900,1400,900,600,N/A,6
Neea floribunda,0,1300,400,600,1400,400,N/A,6
Neea parviflora,0,800,500,700,800,N/A,N/A,5
Neea spruceana,0,700,1300,1300,1100,0,N/A,6
Neea virens,400,0,1200,1400,800,0,N/A,6
Norantea guianensis,100,1800,1800,N/A,100,N/A,N/A,4
Notopleura macrophylla,2500,2700,2400,1900,2500,2200,N/A,6
Notopleura siggersiana,1800,700,N/A,N/A,N/A,N/A,N/A,2
Ochroma pyramidale,1600,1700,1500,1500,3200,1200,N/A,6
Ocotea aciphylla,1400,1300,1900,2400,1900,1700,N/A,6
Ocotea bofo,1300,500,1700,2300,1500,N/A,N/A,5
Ocotea cernua,1400,1200,1800,1500,1600,800,N/A,6
Ocotea floribunda,2200,2700,2400,1400,2500,1200,N/A,6
Ocotea guianensis,2900,3100,N/A,700,700,300,N/A,5
Ocotea insularis,1600,2000,1900,1600,500,N/A,N/A,5
Ocotea javitensis,700,600,2100,1800,1800,N/A,0,6
Ocotea leucoxylon,1500,1700,1500,1300,1200,N/A,N/A,5
Ocotea longifolia,2300,1300,1300,1600,1800,1800,N/A,6
Ocotea macropoda,1200,N/A,N/A,N/A,N/A,N/A,N/A,1
Ocotea micans,1800,0,N/A,0,N/A,N/A,N/A,3
Ocotea multinervis,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Ocotea oblonga,1400,1700,1900,1800,1600,1200,N/A,6
Ocotea puberula,900,100,1800,1300,2800,2800,500,7
Ocotea sericea,2200,1200,100,N/A,N/A,0,N/A,4
Ocotea smithiana,1500,1100,600,N/A,N/A,N/A,N/A,3
Ocotea tessmannii,1400,300,0,1300,700,N/A,N/A,5
Oenocarpus bacaba,0,100,N/A,N/A,0,N/A,N/A,3
Oenocarpus bataua,600,800,1200,1200,1100,1000,N/A,6
Oenocarpus mapora,0,2800,900,900,1900,N/A,N/A,5
Oenocarpus minor,900,400,300,100,N/A,N/A,N/A,4
Olmedia aspera,1600,3000,2100,2100,1500,1200,N/A,6
Oreopanax bogotensis,1700,1400,1500,N/A,N/A,N/A,N/A,3
Oreopanax capitatus,2200,900,1400,1900,1900,0,N/A,6
Oreopanax discolor,1600,1000,N/A,N/A,N/A,N/A,N/A,2
Oreopanax incisus,1700,2200,1500,0,N/A,N/A,N/A,4
Oreopanax microflorous,0,N/A,1600,N/A,0,N/A,N/A,3
Oreopanax palamophyllus,0,500,2100,N/A,N/A,N/A,N/A,3
Ormosia antioquensis,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Ormosia cuatrecasasii,200,N/A,N/A,N/A,N/A,N/A,N/A,1
Orthaea glandulifera,1100,N/A,N/A,N/A,N/A,N/A,N/A,1
Ossaea micrantha,2000,1700,1500,0,N/A,N/A,N/A,4
Osteophloeum platyspermum,100,700,1300,1100,1000,N/A,N/A,5
Otoba gordoniifolia,300,1400,1600,N/A,N/A,N/A,N/A,3
Otoba novogranatensis,1500,1600,1600,N/A,N/A,N/A,N/A,3
Otoba parvifolia,0,1200,1600,2400,1600,700,N/A,6
Ouratea amplifolia,1100,0,0,200,300,N/A,N/A,5
Ouratea pendula,0,N/A,100,500,100,N/A,N/A,4
Ouratea rubricyanea,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Oxandra longipetala,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Oxandra panamensis,200,N/A,N/A,N/A,N/A,N/A,N/A,1
Oxandra venezuelana,700,N/A,N/A,N/A,N/A,N/A,N/A,1
Pachira mutisiana,200,N/A,N/A,N/A,N/A,N/A,N/A,1
Palicourea acetosoides,1600,1300,N/A,N/A,N/A,N/A,N/A,2
Palicourea amethystina,700,2700,2600,2300,1800,2100,N/A,6
Palicourea andaluciana,2100,0,0,0,N/A,N/A,N/A,4
Palicourea angustifolia,2000,2100,800,400,N/A,N/A,N/A,4
Palicourea apicata,2100,1900,1300,N/A,0,N/A,N/A,4
Palicourea calophlebia,0,800,600,N/A,N/A,N/A,N/A,3
Palicourea cogolloi,1700,800,N/A,N/A,N/A,N/A,N/A,2
Palicourea demissa,2000,2700,2500,1400,N/A,N/A,N/A,4
Palicourea garciae,2300,3200,1600,400,300,N/A,N/A,5
Palicourea guianensis,1700,3400,2000,1600,1800,1600,N/A,6
Palicourea latifolia,0,100,0,400,800,N/A,N/A,5
Palicourea leuconeura,1600,N/A,N/A,N/A,N/A,N/A,N/A,1
Palicourea luteonivea,0,800,1700,1100,700,0,N/A,6
Palicourea lyristipula,1200,2100,1300,3000,400,N/A,N/A,5
Palicourea obovata,0,0,1800,1400,3200,N/A,N/A,5
Palicourea perquadrangularis,1600,900,N/A,N/A,N/A,N/A,N/A,2
Palicourea pyramidalis,700,1800,1600,N/A,N/A,N/A,N/A,3
Palicourea rigidifolia,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Palicourea stipularis,1100,2700,1700,700,1500,1900,N/A,6
Palicourea sulphurea,2200,1300,400,2000,1400,N/A,N/A,5
Palicourea thyrsiflora,1300,2200,2500,2700,2000,2300,N/A,6
Palicourea weberbaueri,700,1800,2200,1500,700,N/A,N/A,5
Panopsis metcalfii,300,0,500,N/A,N/A,N/A,N/A,3
Panopsis mucronata,300,N/A,0,N/A,800,N/A,N/A,3
Panopsis polystachya,400,2100,400,0,N/A,N/A,N/A,4
Panopsis rubescens,1300,1300,100,N/A,2300,0,N/A,5
Panopsis suaveolens,1000,300,N/A,N/A,N/A,N/A,N/A,2
Panopsis yolombo,1200,N/A,N/A,N/A,N/A,N/A,N/A,1
Paragynoxys corei,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Parathesis adenanthera,600,100,1400,300,1400,700,N/A,6
Parinari pachyphylla,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Passiflora arborea,1500,2300,100,400,N/A,N/A,N/A,4
Passiflora macrophylla,100,1300,1800,N/A,N/A,N/A,N/A,3
Paullinia capreolata,1300,1200,1800,1700,1100,0,N/A,6
Pausandra trianae,0,300,700,0,600,700,N/A,6
Peltogyne paniculata,1000,0,N/A,N/A,0,N/A,N/A,3
Peltogyne purpurea,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Pentacalia theifolia,0,1000,600,N/A,N/A,N/A,N/A,3
Pentagonia grandiflora,0,1200,N/A,N/A,N/A,N/A,N/A,2
Pentagonia macrophylla,1300,1200,1200,0,0,N/A,N/A,5
Peperomia elongata,900,600,1400,0,100,900,N/A,6
Pera arborea,900,1200,N/A,N/A,0,N/A,N/A,3
Pera colombiana,600,N/A,N/A,N/A,N/A,N/A,N/A,1
Pera glabrata,1100,600,N/A,N/A,100,N/A,N/A,3
Perebea angustifolia,0,1700,1100,1700,900,N/A,N/A,5
Perebea guianensis,1600,1100,1300,1100,1500,1900,N/A,6
Perebea xanthochyma,900,1700,1400,800,1500,N/A,N/A,5
Perissocarpa steyermarkii,300,0,N/A,N/A,N/A,N/A,N/A,2
Perrottetia sessiliflora,400,0,800,400,1100,N/A,N/A,5
Persea americana,1900,1900,2900,1200,3300,2900,500,7
Persea areolatocostae,700,1800,1700,1600,2600,1300,N/A,6
Persea caerulea,1800,1700,1700,1500,3100,2200,N/A,6
Persea chrysophylla,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Persea cuneata,800,300,400,0,100,N/A,N/A,5
Persea ferruginea,500,100,600,100,200,N/A,N/A,5
Persea mutisii,1100,1800,900,100,200,N/A,N/A,5
Persea pseudofasciculata,0,500,900,0,1600,1100,N/A,6
Persea rigens,0,500,1200,N/A,N/A,N/A,N/A,3
Persea subcordata,700,300,1000,1000,2100,1500,N/A,6
Petrea pubescens,3500,400,100,0,0,N/A,N/A,5
Pholidostachys dactyloides,1300,800,500,N/A,N/A,N/A,N/A,3
Phyllanthus acuminatus,1700,800,0,1100,1200,1200,1500,7
Phyllanthus attenuatus,1000,1700,1600,N/A,1000,N/A,N/A,4
Picramnia sellowii,0,1400,2300,1400,2800,2100,N/A,6
Picrolemma huberi,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Pinus patula,1300,300,700,N/A,N/A,1900,N/A,4
Piper adenandrum,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Axinaea colombiana,0,100,N/A,N/A,N/A,N/A,N/A,2
Axinaea lehmannii,1200,1700,N/A,N/A,N/A,N/A,N/A,2
Axinaea macrophylla,1100,1400,1700,N/A,N/A,N/A,N/A,3
Axinaea scutigera,500,0,200,N/A,900,0,N/A,5
Baccharis brachylaenoides,2200,2200,2100,2500,2100,800,N/A,6
Baccharis latifolia,2400,3100,3200,2300,2800,3500,700,7
Baccharis oblongifolia,1800,1800,1100,1500,2200,1300,N/A,6
Bactris barronis,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Bactris gasipaes,1200,1100,1000,1500,1300,0,N/A,6
Bactris maraja,700,600,900,300,600,N/A,N/A,5
Bactris pilosa,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Bactris setulosa,1500,700,1400,500,100,N/A,N/A,5
Banara glauca,1300,1200,N/A,N/A,N/A,N/A,N/A,2
Banara guianensis,1600,1700,2100,1800,2900,1500,N/A,6
Banara ibaguensis,0,0,N/A,N/A,N/A,N/A,N/A,2
Batocarpus costaricensis,1100,N/A,100,600,1100,N/A,N/A,4
Bauhinia picta,2000,900,N/A,N/A,0,100,N/A,4
Beilschmiedia costaricensis,1100,1900,1400,1700,1900,0,N/A,6
Beilschmiedia latifolia,500,N/A,0,100,2200,0,N/A,5
Beilschmiedia pendula,0,N/A,400,1500,0,N/A,N/A,4
Beilschmiedia tovarensis,600,900,1600,900,2700,1600,N/A,6
Bejaria aestuans,3100,3400,2100,3300,2800,2400,900,7
Bejaria resinosa,2000,1700,1900,1300,0,N/A,N/A,5
Bellucia grossularioides,900,1900,200,0,900,600,N/A,6
Bellucia pentamera,1500,1100,1500,900,2000,1300,N/A,6
Bertiera angustifolia,700,500,600,0,800,N/A,N/A,5
Besleria formosa,1400,2100,1700,N/A,N/A,N/A,N/A,3
Billia rosea,2500,3600,1400,N/A,N/A,N/A,N/A,3
Blakea cuatrecasii,1300,600,N/A,N/A,N/A,N/A,N/A,2
Blakea holtonii,500,0,N/A,N/A,N/A,N/A,N/A,2
Piper aduncum,2300,2200,3000,2900,2200,2600,1000,7
Piper amalago,900,300,300,2200,1400,1700,1300,7
Piper arboreum,1600,1400,2100,2400,1300,700,N/A,6
Piper archeri,2000,900,N/A,N/A,N/A,N/A,N/A,2
Piper artanthe,1800,1100,N/A,N/A,N/A,N/A,N/A,2
Piper augustum,1600,2200,2000,900,1000,N/A,N/A,5
Piper barbatum,1100,1100,1900,2900,200,N/A,N/A,5
Piper carpunya,1100,1100,2000,1300,0,N/A,N/A,5
Piper cernuum,2100,1600,0,N/A,N/A,1200,N/A,4
Piper crassinervium,1200,2000,2100,1200,2600,2200,N/A,6
Piper daniel-gonzalezii,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Piper divulgatum,1200,N/A,N/A,N/A,N/A,N/A,N/A,1
Piper glanduligerum,1100,700,0,N/A,N/A,N/A,N/A,3
Piper gorgonillense,1100,600,N/A,N/A,N/A,N/A,N/A,2
Piper grande,500,700,400,100,N/A,N/A,N/A,4
Piper imperiale,800,1100,1100,N/A,N/A,N/A,N/A,3
Piper lacunosum,1400,2500,400,N/A,N/A,N/A,N/A,3
Piper longispicum,1100,200,0,N/A,N/A,N/A,N/A,3
Piper marequitense,0,600,1600,N/A,N/A,0,N/A,4
Piper munchanum,1500,N/A,400,1200,N/A,N/A,N/A,3
Piper nubigenum,0,2500,1400,N/A,N/A,N/A,N/A,3
Piper obliquum,1400,2000,2200,2600,2100,0,N/A,6
Piper phytolaccifolium,1900,1000,2600,0,0,N/A,N/A,5
Piper reticulatum,1300,100,400,600,900,N/A,N/A,5
Piper scobinifolium,300,N/A,N/A,N/A,N/A,N/A,N/A,1
Piper tuberculatum,1900,800,600,1700,1000,500,N/A,6
Piptocoma discolor,2900,1600,2400,1800,0,N/A,N/A,5
Pithecellobium dulce,1500,1100,N/A,N/A,N/A,N/A,N/A,2
Platymiscium darienense,1300,N/A,N/A,N/A,N/A,N/A,N/A,1
Platymiscium hebestachyum,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Platymiscium pinnatum,1200,700,200,0,1400,1400,N/A,6
Platymiscium stipulare,0,0,800,300,700,1000,N/A,6
Platypodium elegans,700,0,N/A,N/A,N/A,2200,N/A,3
Pleuranthodendron lindenii,700,600,900,1100,300,N/A,N/A,5
Pleurothyrium cuneifolium,600,N/A,1000,1400,2200,800,N/A,5
Pleurothyrium glabritepalum,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Pleurothyrium trianae,1200,100,1900,600,1400,700,N/A,6
Plumeria rubra,1200,0,400,0,N/A,2400,N/A,5
Podocarpus guatemalensis,100,0,1700,N/A,N/A,N/A,N/A,3
Podocarpus oleifolius,1900,2800,3100,2800,3000,1600,N/A,6
Poeppigia procera,0,N/A,N/A,N/A,200,N/A,N/A,2
Pogonopus speciosus,300,N/A,N/A,N/A,0,N/A,N/A,2
Polybotrya polybotryoides,300,1000,1200,0,N/A,N/A,N/A,4
Posoqueria coriacea,1500,2100,1600,2000,3200,N/A,N/A,5
Posoqueria latifolia,2000,2400,1600,1300,2300,100,N/A,6
Potalia amara,400,600,900,1100,1000,N/A,N/A,5
Poulsenia armata,1800,1700,1100,800,1500,900,N/A,6
Pourouma bicolor,1400,1000,1600,700,1400,700,N/A,6
Pourouma cecropiifolia,900,1300,2000,900,1300,1400,N/A,6
Pourouma guianensis,0,1200,1700,1400,1600,1200,N/A,6
Pourouma hirsutipetiolata,900,0,N/A,N/A,N/A,N/A,N/A,2
Pourouma melinonii,1200,0,1600,1300,0,N/A,N/A,5
Pourouma minor,1300,800,1600,700,3000,1400,N/A,6
Pouteria baehniana,1400,1500,1900,1200,1000,1800,N/A,6
Pouteria bangii,0,200,1800,0,1000,800,N/A,6
Pouteria bilocularis,0,800,1400,1100,1700,1300,N/A,6
Pouteria caimito,200,1100,2000,1000,1800,2100,N/A,6
Pouteria cuspidata,800,1400,1500,800,1400,200,N/A,6
Pouteria durlandii,900,N/A,800,N/A,1000,600,N/A,4
Pouteria glomerata,400,200,1200,0,1000,200,N/A,6
Pouteria guianensis,0,N/A,0,N/A,N/A,N/A,N/A,2
Pouteria lucuma,500,1600,2100,1900,1400,N/A,N/A,5
Pouteria multiflora,1600,1600,1000,100,N/A,N/A,N/A,4
Pouteria reticulata,0,600,500,400,1000,100,N/A,6
Pouteria sapota,0,N/A,N/A,N/A,0,N/A,N/A,2
Pouteria stipitata,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Pouteria subrotata,100,N/A,0,N/A,N/A,0,N/A,3
Pouteria torta,2200,3500,1400,2400,1600,1800,N/A,6
Pradosia colombiana,600,N/A,N/A,N/A,N/A,N/A,N/A,1
Praecereus euchlorus,600,N/A,1400,0,500,700,0,6
Prestoea acuminata,1000,2200,1900,1700,1800,1500,N/A,6
Prestoea decurrens,1000,700,500,N/A,N/A,N/A,N/A,3
Prestoea ensiformis,100,1200,1800,N/A,0,N/A,N/A,4
Prionostemma asperum,200,100,N/A,N/A,300,100,N/A,4
Protium altsonii,0,3300,0,0,700,N/A,N/A,5
Protium amplum,900,1100,N/A,N/A,N/A,N/A,N/A,2
Protium apiculatum,800,700,0,N/A,100,N/A,N/A,4
Protium aracouchini,900,1300,700,600,800,N/A,N/A,5
Protium colombianum,1200,N/A,N/A,N/A,N/A,N/A,N/A,1
Protium divaricatum,100,0,500,300,1200,N/A,N/A,5
Protium ecuadorense,200,1700,0,N/A,N/A,N/A,N/A,3
Protium guianense,0,400,N/A,N/A,0,N/A,N/A,3
Protium macrophyllum,500,0,N/A,0,0,N/A,N/A,4
Protium opacum,0,1300,1600,0,700,0,N/A,6
Protium panamense,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Protium sagotianum,1000,700,400,300,300,N/A,N/A,5
Protium spruceanum,600,N/A,300,100,1300,N/A,N/A,4
Protium subserratum,800,500,1000,800,N/A,N/A,N/A,4
Protium tenuifolium,1500,600,N/A,500,300,N/A,N/A,4
Protium tovarense,800,1400,N/A,N/A,N/A,N/A,N/A,2
Protium unifoliolatum,0,700,400,0,900,100,N/A,6
Prumnopitys montana,2400,500,1500,1700,1300,0,N/A,6
Prunus debilis,600,2000,2000,2300,2800,1400,N/A,6
Prunus integrifolia,1800,1300,0,400,2000,2200,400,7
Prunus myrtifolia,0,N/A,N/A,N/A,N/A,0,N/A,2
Prunus opaca,1400,1100,1200,N/A,N/A,N/A,N/A,3
Prunus subcorymbosa,0,1300,1100,N/A,1800,N/A,N/A,4
Psammisia graebneriana,500,1400,100,N/A,N/A,N/A,N/A,3
Psammisia macrophylla,1600,1000,N/A,N/A,N/A,N/A,N/A,2
Pseudobombax septenatum,1200,200,600,300,1000,700,N/A,6
Pseudolmedia laevigata,1700,1800,1600,1500,1500,1300,N/A,6
Pseudolmedia laevis,1000,1200,1600,2400,1800,1400,N/A,6
Pseudolmedia rigida,0,1800,1800,400,2800,500,N/A,6
Pseudomalmea boyacana,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Pseudoxandra pacifica,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Pseudoxandra sclerocarpa,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Psidium cattleyanum,2200,N/A,N/A,N/A,N/A,N/A,N/A,1
Psidium guineense,2300,2600,1600,1800,1900,2200,800,7
Psychotria biaristata,300,N/A,N/A,0,N/A,N/A,N/A,2
Psychotria brachiata,1200,N/A,1000,N/A,N/A,N/A,N/A,2
Psychotria capitata,1100,0,N/A,N/A,N/A,N/A,N/A,2
Psychotria cauligera,0,N/A,800,N/A,N/A,N/A,N/A,2
Psychotria ernestii,0,0,N/A,0,1200,200,N/A,5
Psychotria fortuita,600,1000,600,400,800,N/A,N/A,5
Psychotria grandis,0,0,0,N/A,N/A,N/A,N/A,3
Psychotria horizontalis,1000,0,800,N/A,N/A,N/A,N/A,3
Psychotria micrantha,2100,1000,700,500,400,N/A,N/A,5
Psychotria monsalveae,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Psychotria officinalis,600,500,N/A,N/A,N/A,N/A,N/A,2
Psychotria panamensis,700,1100,N/A,N/A,N/A,N/A,N/A,2
Psychotria remota,1000,1300,1800,1700,1400,N/A,N/A,5
Psychotria saltatrix,400,100,100,N/A,N/A,N/A,N/A,3
Pterandra colombiana,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Pterocarpus acapulcensis,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Pterocarpus officinalis,1100,N/A,800,N/A,600,N/A,N/A,3
Pterocarpus rohrii,300,500,900,500,800,200,N/A,6
Pterygota colombiana,700,N/A,N/A,N/A,N/A,N/A,N/A,1
Quadrella odoratissima,1000,100,N/A,N/A,N/A,N/A,N/A,2
Qualea lineata,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Qualea paraensis,100,700,500,300,700,N/A,N/A,5
Quararibea cogolloi,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Quararibea pterocalyx,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Quercus humboldtii,2400,2300,N/A,N/A,N/A,N/A,N/A,2
Quiina florida,400,700,2000,1000,1300,1100,N/A,6
Quiina macrophylla,0,200,0,N/A,N/A,N/A,N/A,3
Quiina pteridophylla,300,0,N/A,0,N/A,N/A,N/A,3
Randia armata,1900,800,2100,700,3200,2100,800,7
Randia hondensis,700,N/A,N/A,N/A,N/A,N/A,N/A,1
Rauvolfia leptophylla,2100,600,1300,N/A,900,200,N/A,5
Retrophyllum rospigliosii,1000,3200,500,500,1600,N/A,N/A,5
Rhodostemonodaphne kunthiana,1200,900,2000,2000,1700,1500,N/A,6
Rhodostemonodaphne laxa,700,0,N/A,N/A,N/A,N/A,N/A,2
Rhodostemonodaphne velutina,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Richeria grandis,2100,1700,1800,1300,2000,1700,N/A,6
Rinorea dasyadena,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Rinorea haughtii,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Rinorea hirsuta,300,N/A,N/A,N/A,N/A,N/A,N/A,1
Rinorea lindeniana,1000,900,700,200,800,0,N/A,6
Rinorea paniculata,100,200,N/A,N/A,600,N/A,N/A,3
Rinorea pubiflora,400,500,N/A,400,400,0,N/A,5
Rinorea sylvatica,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Rinorea viridifolia,400,300,900,1400,1200,700,N/A,6
Rinoreocarpus ulei,0,100,N/A,N/A,1000,N/A,N/A,3
Ronabea latifolia,1000,1000,700,800,1200,400,N/A,6
Roucheria columbiana,600,100,500,200,300,N/A,N/A,5
Roucheria laxiflora,700,1100,600,400,100,500,N/A,6
Roupala monosperma,1000,1200,2000,1200,1500,300,N/A,6
Roupala montana,2200,1200,2100,1300,2200,1700,600,7
Ruagea glabra,1900,2700,2400,2200,3100,1000,N/A,6
Ruagea hirsuta,1800,600,2500,1100,1000,1400,N/A,6
Ruagea pubescens,1000,1100,1300,0,800,N/A,N/A,5
Rudgea cornifolia,700,1500,1000,1700,1800,1400,N/A,6
Rudgea sclerocalyx,2300,2300,N/A,N/A,N/A,N/A,N/A,2
Ruprechtia tenuiflora,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Rustia occidentalis,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Ryania spruceana,300,100,200,400,N/A,N/A,N/A,4
Salacia cordata,0,1700,1700,1700,1500,N/A,N/A,5
Sambucus nigra,2100,2000,1600,N/A,N/A,2200,0,5
Sapindus saponaria,1600,1700,1500,1600,2200,2400,N/A,6
Sapium glandulosum,2100,3800,1900,2000,2400,2500,2300,7
Sapium laurifolium,1200,1700,1400,300,1700,0,N/A,6
Sapium marmieri,0,300,1900,600,700,2100,N/A,6
Sapium stylare,3000,2700,1500,200,0,N/A,N/A,5
Sarcaulus brasiliensis,0,0,900,600,1600,300,N/A,6
Saurauia brachybotrys,2100,2000,N/A,N/A,N/A,N/A,N/A,2
Saurauia bullosa,0,1500,1900,300,N/A,N/A,N/A,4
Saurauia cuatrecasana,1200,2400,N/A,N/A,N/A,N/A,N/A,2
Saurauia laevigata,800,0,N/A,N/A,0,N/A,N/A,3
Saurauia prainiana,700,0,1800,1000,0,N/A,N/A,5
Saurauia scabra,700,2700,N/A,N/A,N/A,N/A,N/A,2
Saurauia stapfiana,1300,N/A,N/A,0,N/A,N/A,N/A,2
Saurauia tomentosa,700,1400,1800,N/A,N/A,N/A,N/A,3
Saurauia ursina,2500,1600,N/A,N/A,N/A,N/A,N/A,2
Schefflera bejucosa,2200,N/A,N/A,N/A,N/A,N/A,N/A,1
Schefflera bogotensis,1100,1400,N/A,N/A,N/A,N/A,N/A,2
Schefflera jahnii,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Schefflera minutiflora,600,N/A,900,N/A,N/A,N/A,N/A,2
Schizocalyx bracteosa,1200,1400,200,N/A,N/A,N/A,N/A,3
Schizolobium parahyba,800,N/A,500,100,400,300,N/A,5
Schnella glabra,500,500,100,400,1300,0,N/A,6
Senefeldera testiculata,900,N/A,N/A,0,N/A,N/A,N/A,2
Senegalia polyphylla,700,800,900,500,1100,1400,N/A,6
Senegalia riparia,1000,900,200,1300,2900,1700,400,7
Senna bacillaris,1200,1500,1200,200,0,N/A,N/A,5
Senna ruiziana,0,0,1500,1300,1500,1000,N/A,6
Senna silvestris,1200,900,N/A,1000,800,600,N/A,5
Senna spectabilis,1400,1200,500,N/A,2800,1900,1300,6
Sideroxylon obtusifolium,0,N/A,N/A,1200,1000,1900,100,5
Simarouba amara,1700,1300,1500,1500,1800,1300,N/A,6
Simira cordifolia,600,900,800,300,N/A,N/A,N/A,4
Simira rubescens,300,0,500,600,800,N/A,N/A,5
Siparuna aspera,1700,1800,2500,1800,2600,1400,N/A,6
Siparuna cervicornis,1000,700,400,200,300,N/A,N/A,5
Siparuna conica,1700,900,100,N/A,N/A,N/A,N/A,3
Siparuna decipiens,0,100,1300,300,1000,300,N/A,6
Siparuna echinata,600,1300,1800,N/A,N/A,N/A,N/A,3
Siparuna gigantotepala,700,1300,0,N/A,N/A,N/A,N/A,3
Siparuna guianensis,1300,1300,800,700,800,1300,N/A,6
Siparuna laurifolia,1200,1500,0,200,N/A,N/A,N/A,4
Siparuna lepidota,900,2000,1700,N/A,N/A,N/A,N/A,3
Siparuna mutisii,1100,700,N/A,N/A,N/A,N/A,N/A,2
Siparuna thecaphora,2100,1700,1800,1700,2500,2100,N/A,6
Siphoneugena dussii,1200,800,0,600,1400,N/A,N/A,5
Sisyrinchium micranthum,700,2100,2100,300,1000,2100,1800,7
Sloanea brevispina,1200,1200,0,0,N/A,N/A,N/A,4
Sloanea durissima,800,0,2000,100,N/A,N/A,N/A,4
Sloanea eichleri,0,200,0,0,800,0,N/A,6
Sloanea fragrans,1100,200,800,2300,1100,1000,N/A,6
Sloanea gracilis,800,N/A,N/A,N/A,1400,N/A,N/A,2
Sloanea guianensis,1200,900,2000,700,1100,1400,N/A,6
Sloanea latifolia,300,0,0,0,800,N/A,N/A,5
Sloanea pubescens,0,700,900,1400,1300,700,N/A,6
Sloanea robusta,0,N/A,100,0,200,N/A,N/A,4
Sloanea rufa,1100,0,1200,800,1900,1300,N/A,6
Sloanea terniflora,0,N/A,0,200,900,N/A,N/A,4
Sloanea tuerckheimii,1800,N/A,400,1500,1000,900,N/A,5
Socratea exorrhiza,3600,900,900,400,2300,1100,N/A,6
Socratea rostrata,500,700,1300,400,N/A,N/A,N/A,4
Solanum allophyllum,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Solanum anceps,1200,1700,2100,2500,2900,2200,N/A,6
Solanum aphyodendron,1300,2700,2400,1400,2300,2000,0,7
Solanum arboreum,1900,1000,0,N/A,N/A,N/A,N/A,3
Solanum asperolanatum,2500,2800,2400,2300,2500,2300,N/A,6
Solanum hypaleurotrichum,700,2900,1600,N/A,0,N/A,N/A,4
Solanum lepidotum,1600,2200,1900,1700,500,N/A,N/A,5
Solanum microleprodes,700,0,N/A,N/A,N/A,N/A,N/A,2
Solanum nutans,0,800,2100,2000,2800,1800,400,7
Solanum oblongifolium,1300,1400,2100,1200,N/A,N/A,N/A,4
Solanum umbellatum,1100,1100,700,N/A,0,N/A,N/A,4
Sorocea affinis,1300,N/A,N/A,N/A,N/A,N/A,N/A,1
Sorocea pubivena,1500,1300,1500,1000,1100,N/A,N/A,5
Sorocea sprucei,500,800,N/A,200,200,1200,N/A,5
Sorocea steinbachii,0,600,1600,300,2600,1000,N/A,6
Sorocea trophoides,1000,1200,1400,1600,N/A,N/A,N/A,4
Sphaeropteris quindiuensis,1400,1200,1700,800,1800,100,N/A,6
Spirotheca rosea,1300,900,1300,400,1300,200,N/A,6
Spondias mombin,1400,600,0,N/A,N/A,N/A,N/A,3
Spondias radlkoferi,900,N/A,N/A,0,N/A,N/A,N/A,2
Staphylea occidentalis,2700,2900,2600,2200,3200,700,N/A,6
Stenosepala hirsuta,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Stenostomum acreanum,300,N/A,100,N/A,0,0,N/A,4
