Species,Min Elevation Bracket,Max Elevation Bracket
Viburnum ayavacense,2400-2499,2400-2499
Viburnum hallii,700-799,3800-3899
Viburnum pichinchense,N/A,N/A
Viburnum triphyllum,1700-1799,2400-2499
Virola calophylla,100-199,1100-1199
Virola duckei,300-399,1900-1999
Virola elongata,100-199,1500-1599
Virola flexuosa,100-199,900-999
Virola loretensis,200-299,200-299
Virola mollissima,300-399,700-799
Virola pavonis,100-199,1300-1399
Virola sebifera,100-199,1600-1699
Vismia baccifera,1100-1199,1600-1699
Vismia cayennensis,N/A,N/A
Vismia gracilis,100-199,1700-1799
Vismia lateriflora,100-199,100-199
Vismia lauriformis,400-499,1600-1699
Vismia macrophylla,100-199,1000-1099
Vismia pozuzoensis,200-299,1900-1999
Vismia sprucei,400-499,1000-1099
Vismia tomentosa,900-999,1800-1899
Vitex cymosa,100-199,1200-1299
Vitex triflora,100-199,1900-1999
Vochysia ferruginea,100-199,100-199
Vochysia haenkeana,200-299,1500-1599
Vochysia lehmannii,700-799,1000-1099
Vochysia majuscula,500-599,1000-1099
Vochysia mapirensis,100-199,1700-1799
Vochysia megalantha,1500-1599,1500-1599
Warszewiczia coccinea,100-199,1300-1399
Warszewiczia uxpanapensis,1000-1099,1000-1099
Weinmannia auriculata,1100-1199,3800-3899
Weinmannia bangii,2700-2799,3300-3399
Weinmannia cochensis,2000-2099,3500-3599
Weinmannia crassifolia,1800-1899,3700-3799
Weinmannia fagaroides,2600-2699,3800-3899
Weinmannia glomerata,1800-1899,1800-1899
Weinmannia haenkeana,2400-2499,3100-3199
Weinmannia latifolia,2200-2299,3300-3399
Weinmannia lechleriana,1400-1499,2400-2499
Weinmannia lentiscifolia,2400-2499,3300-3399
Weinmannia mariquitae,2700-2799,2700-2799
Weinmannia microphylla,2300-2399,3000-3099
Weinmannia multijuga,1200-1299,2900-2999
Weinmannia ovata,1200-1299,3100-3199
Weinmannia pinnata,1600-1699,3800-3899
Weinmannia pubescens,1300-1399,3200-3299
Weinmannia reticulata,2200-2299,3400-3499
Weinmannia sorbifolia,600-699,2900-2999
Weinmannia subsessiliflora,1500-1599,2500-2599
Xanthosoma sagittifolium,600-699,600-699
Ximenia americana,600-699,1000-1099
Xylopia amazonica,N/A,N/A
Xylopia aromatica,100-199,700-799
Xylopia calophylla,100-199,900-999
Xylopia cuspidata,100-199,1000-1099
Xylopia discreta,N/A,N/A
Xylopia emarginata,400-499,500-599
Xylopia frutescens,100-199,600-699
Xylopia polyantha,200-299,200-299
Xylopia sericea,100-199,500-599
Zanthoxylum acuminatum,400-499,1700-1799
Zanthoxylum fagara,100-199,1800-1899
Zanthoxylum formiciferum,3100-3199,3100-3199
Zanthoxylum harrisii,2500-2599,2500-2599
Zanthoxylum melanostictum,2100-2199,2100-2199
Zanthoxylum pucro,400-499,900-999
Zanthoxylum rhoifolium,100-199,1500-1599
Zanthoxylum rigidum,N/A,N/A
Zanthoxylum sprucei,100-199,1700-1799
Zanthoxylum tambopatense,200-299,800-899
Zinowiewia australis,300-399,2600-2699
Zygia latifolia,100-199,200-299
Bunchosia argentea,500-599,2400-2499
Bunchosia armeniaca,300-399,2500-2599
Bunchosia paraguariensis,1000-1099,1000-1099
Bursera simaruba,500-599,500-599
Byrsonima arthropoda,100-199,1900-1999
Byrsonima poeppigiana,200-299,2000-2099
Byrsonima spicata,100-199,1500-1599
Byrsonima stipulacea,N/A,N/A
Cabralea canjerana,100-199,2200-2299
Calatola costaricensis,200-299,2200-2299
Calliandra magdalenae,300-399,400-499
Calophyllum brasiliense,100-199,1500-1599
Calycophyllum spruceanum,200-299,1500-1599
Campomanesia speciosa,200-299,1100-1199
Capirona decorticans,100-199,600-699
Capparidastrum petiolare,700-799,2100-2199
Cariniana estrellensis,100-199,1700-1799
Caryocar amygdaliferum,N/A,N/A
Caryocar amygdaliforme,200-299,800-899
Caryocar glabrum,300-399,1700-1799
Caryocar pallidum,500-599,1700-1799
Caryodaphnopsis fosteri,100-199,700-799
Caryodaphnopsis theobromifolia,N/A,N/A
Caryodendron orinocense,200-299,900-999
Casearia aculeata,100-199,1500-1599
Casearia arborea,100-199,1700-1799
Casearia combaymensis,N/A,N/A
Casearia decandra,100-199,1300-1399
Casearia fasciculata,300-399,1200-1299
Casearia mariquitensis,1000-1099,2400-2499
Casearia megacarpa,N/A,N/A
Casearia obovalis,100-199,900-999
Casearia prunifolia,N/A,N/A
Casearia sylvestris,100-199,3100-3199
Casearia tachirensis,1500-1599,2400-2499
Casearia ulmifolia,200-299,1200-1299
Casearia zahlbruckneri,2100-2199,2600-2699
Castilla ulei,100-199,600-699
Cathedra acuminata,N/A,N/A
Cavanillesia hylogeiton,300-399,400-499
Cavendishia bracteata,700-799,3700-3799
Cavendishia pubescens,1500-1599,2700-2799
Cecropia angustifolia,500-599,2400-2499
Cecropia engleriana,100-199,2700-2799
Cecropia membranacea,100-199,1200-1299
Cecropia montana,700-799,1200-1299
Cecropia polystachya,200-299,3000-3099
Cecropia sciadophylla,100-199,800-899
Cecropia tacuna,900-999,2500-2599
Cedrela fissilis,100-199,3200-3299
Cedrela lilloi,2000-2099,2000-2099
Cedrela montana,1000-1099,3600-3699
Cedrela odorata,100-199,3500-3599
Cedrelinga cateniformis,200-299,1000-1099
Ceiba insignis,1100-1199,1100-1199
Ceiba pentandra,100-199,1200-1299
Ceiba samauma,100-199,2500-2599
Ceiba speciosa,100-199,1200-1299
Celtis iguanaea,100-199,2100-2199
Celtis loxensis,600-699,1600-1699
Celtis schippii,100-199,1700-1799
Centronia laurifolia,1700-1799,1700-1799
Ceroxylon echinulatum,1300-1399,2000-2099
Ceroxylon parvifrons,1700-1799,3000-3099
Ceroxylon vogelianum,2000-2099,3000-3099
Cespedesia spathulata,300-399,1200-1299
Cestrum conglomeratum,1100-1199,3700-3799
Cestrum humboldtii,1500-1599,1900-1999
Cestrum megalophyllum,100-199,2000-2099
Cestrum peruvianum,2600-2699,3300-3399
Cestrum petiolare,2500-2599,2600-2699
Cestrum racemosum,400-499,2100-2199
Chamaedorea allenii,N/A,N/A
Chamaedorea linearis,400-499,3000-3099
Chamaedorea pinnatifrons,200-299,2900-2999
Cheiloclinium cognatum,100-199,2600-2699
Chimarrhis glabriflora,200-299,1100-1199
Chimarrhis hookeri,200-299,1600-1699
Chomelia paniculata,100-199,1700-1799
Chomelia spinosa,N/A,N/A
Chomelia tenuiflora,200-299,2100-2199
Chrysochlamys eclipes,900-999,900-999
Chrysochlamys membranacea,200-299,1700-1799
Chrysochlamys ulei,300-399,1500-1599
Chrysochlamys weberbaueri,200-299,2200-2299
Chrysophyllum amazonicum,200-299,1100-1199
Chrysophyllum argenteum,400-499,1500-1599
Chrysophyllum colombianum,700-799,700-799
Chrysophyllum gonocarpum,200-299,1300-1399
Chrysophyllum lucentifolium,100-199,1100-1199
Chrysophyllum manaosense,N/A,N/A
Chrysophyllum marginatum,600-699,1100-1199
Chrysophyllum prieurii,400-499,1600-1699
