Species,Min Elevation Bracket,Max Elevation Bracket
Saurauia cuatrecasana,1200-1299,3600-3699
Saurauia herthae,1900-1999,1900-1999
Saurauia laevigata,1400-1499,1400-1499
Saurauia peruviana,N/A,N/A
Saurauia prainiana,700-799,700-799
Saurauia pseudostrigillosa,1300-1399,2500-2599
Saurauia scabra,800-899,3500-3599
Saurauia stapfiana,N/A,N/A
Saurauia tomentosa,1600-1699,3000-3099
Saurauia ursina,1900-1999,3500-3599
Schefflera bejucosa,N/A,N/A
Schefflera bogotensis,2500-2599,3900-3999
Schefflera minutiflora,N/A,N/A
Schefflera sodiroi,N/A,N/A
Schizocalyx bracteosa,200-299,1600-1699
Schizocalyx obovatus ,800-899,800-899
Schizolobium parahyba,N/A,N/A
Schnella glabra,200-299,700-799
Sebastiania brasiliensis,N/A,N/A
Seguieria americana,N/A,N/A
Senegalia polyphylla,200-299,1000-1099
Senegalia riparia,300-399,1200-1299
Senna bacillaris,100-199,1600-1699
Senna ruiziana,1500-1599,1500-1599
Senna silvestris,100-199,1000-1099
Senna spectabilis,400-499,1600-1699
Sessea vestita,2300-2399,3200-3299
Sideroxylon obtusifolium,N/A,N/A
Simaba guianensis,100-199,100-199
Simarouba amara,100-199,1400-1499
Simira cordifolia,500-599,1400-1499
Simira rubescens,200-299,200-299
Siparuna aspera,500-599,2300-2399
Siparuna bifida,800-899,800-899
Siparuna cervicornis,200-299,900-999
Siparuna conica,500-599,1400-1499
Siparuna cristata,N/A,N/A
Siparuna decipiens,200-299,300-399
Siparuna echinata,2000-2099,3300-3399
Siparuna eggersii,100-199,100-199
Siparuna gigantotepala,500-599,1800-1899
Siparuna guianensis,100-199,1400-1499
Siparuna laurifolia,800-899,2300-2399
Siparuna lepidota,700-799,2700-2799
Siparuna mutisii,1400-1499,2100-2199
Siparuna piloso-lepidota,1900-1999,2800-2899
Siparuna thecaphora,200-299,1900-1999
Siphoneugena densiflora,1400-1499,1400-1499
Siphoneugena dussii,700-799,1500-1599
Sisyrinchium micranthum,1100-1199,3200-3299
Sloanea brevipes,N/A,N/A
Sloanea brevispina,800-899,2000-2099
Sloanea durissima,800-899,800-899
Sloanea eichleri,100-199,300-399
Sloanea fragrans,500-599,700-799
Sloanea guianensis,100-199,1000-1099
Sloanea latifolia,100-199,100-199
Sloanea laxiflora,N/A,N/A
Sloanea medusula,700-799,700-799
Sloanea multiflora,300-399,700-799
Sloanea parvifructa,700-799,1100-1199
Sloanea pubescens,100-199,800-899
Sloanea rufa,300-399,300-399
Sloanea sinemariensis,N/A,N/A
Sloanea tuerckheimii,N/A,N/A
Socratea exorrhiza,100-199,1000-1099
Socratea rostrata,700-799,1400-1499
Solanum anceps,400-499,2100-2199
Solanum aphyodendron,800-899,3500-3599
Solanum arboreum,200-299,1200-1299
Solanum asperolanatum,700-799,3500-3599
Solanum confertiseriatum,300-399,1000-1099
Solanum cucullatum,1400-1499,2000-2099
Solanum hypaleurotrichum,700-799,3600-3699
Solanum lepidotum,100-199,2300-2399
Solanum microleprodes,1400-1499,1400-1499
Solanum nutans,1800-1899,2600-2699
Solanum oblongifolium,2000-2099,3400-3499
Solanum sessile,300-399,2000-2099
Solanum umbellatum,800-899,1900-1999
Sorocea affinis,N/A,N/A
Sorocea guilleminiana,N/A,N/A
Sorocea jaramilloi,100-199,1000-1099
Sorocea pubivena,200-299,1500-1599
Sorocea sarcocarpa,100-199,100-199
Sorocea sprucei,200-299,1000-1099
Sorocea steinbachii,200-299,800-899
Sorocea trophoides,800-899,2000-2099
Sphaeropteris quindiuensis,1400-1499,2600-2699
Spirotheca awadendron,500-599,1400-1499
Spirotheca rosea,1200-1299,2100-2199
Spondias mombin,300-399,900-999
Staphylea occidentalis,200-299,3100-3199
Stenostomum acreanum,N/A,N/A
Stephanopodium angulatum,1200-1299,1500-1599
Stephanopodium aptotum,N/A,N/A
Sterculia apetala,500-599,700-799
Sterculia colombiana,500-599,800-899
Blakea quadrangularis,2000-2099,2000-2099
Blakea rotundifolia,700-799,2300-2399
Bocconia frutescens,1200-1299,3200-3299
Bocconia integrifolia,500-599,3400-3499
Boehmeria caudata,600-699,3100-3199
Boehmeria ulmifolia,1000-1099,2800-2899
Bomarea multiflora,1300-1399,3900-3999
Bonamia trichantha,500-599,900-999
Brachyotum gleasonii,N/A,N/A
Brosimum alicastrum,100-199,1300-1399
Brosimum guianense,100-199,900-999
Brosimum lactescens,100-199,700-799
Brosimum rubescens,100-199,500-599
Brosimum utile,100-199,2000-2099
Brownea multijuga,100-199,700-799
Brownea rosa-de-monte,400-499,400-499
Browneopsis macrofoliolata,800-899,800-899
Brunellia acostae,2000-2099,2500-2599
Brunellia boqueronensis,N/A,N/A
Brunellia comocladifolia,1200-1299,2600-2699
Brunellia dulcis,2100-2199,2100-2199
Brunellia littlei,1200-1299,2600-2699
Brunellia sibundoya,2100-2199,2600-2699
Brunellia stenoptera,1400-1499,1400-1499
Brunellia subsessilis,N/A,N/A
Brunellia tomentosa,2400-2499,3500-3599
Brunellia trianae,N/A,N/A
Bucquetia glutinosa,2200-2299,3700-3799
Sterculia frondosa,700-799,700-799
Sterculia pruriens,400-499,400-499
Sterculia tessmannii,700-799,800-899
Sterigmapetalum colombianum,N/A,N/A
Strychnos guianensis,200-299,700-799
Strychnos toxifera,100-199,100-199
Stryphnodendron microstachyum,200-299,300-399
Styloceras laurifolium,2500-2599,3300-3399
Stylogyne ardisioides,400-499,1700-1799
Stylogyne longifolia,100-199,1200-1299
Stylogyne turbacensis,100-199,1100-1199
Styphnolobium sporadicum,N/A,N/A
Styrax davillifolius,N/A,N/A
Styrax glabratus,N/A,N/A
Styrax heterotrichus,N/A,N/A
Styrax pavonii,500-599,2800-2899
Styrax pentlandianus,N/A,N/A
Swartzia amplifolia,N/A,N/A
Swartzia haughtii,100-199,700-799
Swartzia macrophylla,1200-1299,1200-1299
Swartzia myrtifolia,700-799,1400-1499
Swartzia oraria,100-199,200-299
Swartzia robiniifolia,N/A,N/A
Swartzia schultesii,200-299,300-399
Swartzia simplex,300-399,800-899
Symbolanthus pterocalyx,N/A,N/A
Symphonia globulifera,100-199,900-999
Symplocos bogotensis,N/A,N/A
Symplocos carmencitae,2900-2999,2900-2999
Symplocos fimbriata,3400-3499,3600-3699
Symplocos flosfragrans,2300-2399,3200-3299
Symplocos fuliginosa,N/A,N/A
Symplocos fuscata,N/A,N/A
Symplocos quindiuensis,1800-1899,2000-2099
Symplocos quitensis,3100-3199,3600-3699
Symplocos reflexa,N/A,N/A
Symplocos subandina,N/A,N/A
Symplocos theiformis,2500-2599,3600-3699
Tabebuia ochracea,400-499,400-499
Tabebuia rosea,700-799,1500-1599
Tabebuia serratifolia,N/A,N/A
Tabernaemontana columbiensis,100-199,800-899
Tabernaemontana cymosa,N/A,N/A
Tabernaemontana grandiflora,200-299,1100-1199
Tabernaemontana markgrafiana,N/A,N/A
Tabernaemontana sananho,100-199,1800-1899
Tachia parviflora,300-399,1400-1499
Tachigali alba,N/A,N/A
Tachigali setifera,500-599,500-599
Talisia bullata,N/A,N/A
Talisia cerasina,300-399,1700-1799
Talisia macrophylla,100-199,1100-1199
Talisia nervosa,600-699,600-699
Talisia obovata,N/A,N/A
Tapirira guianensis,100-199,1900-1999
Tapirira obtusa,300-399,1100-1199
Tapirira rubrinervis,500-599,800-899
Tapura colombiana,2200-2299,2300-2399
Tapura guianensis,700-799,1600-1699
Tapura peruviana,200-299,1000-1099
Terminalia amazonia,100-199,800-899
Terminalia oblonga,N/A,N/A
Terminalia tetraphylla,100-199,700-799
Ternstroemia globiflora,N/A,N/A
Ternstroemia macrocarpa,2500-2599,3900-3999
Ternstroemia meridionalis,2300-2399,3500-3599
Tessaria integrifolia,300-399,3500-3599
Tetragastris altissima,100-199,500-599
Tetragastris panamensis,100-199,700-799
Tetrathylacium johansenii,N/A,N/A
Tetrathylacium macrophyllum,100-199,2100-2199
Tetrorchidium andinum,400-499,2000-2099
Tetrorchidium euryphyllum,700-799,1800-1899
Tetrorchidium macrophyllum,200-299,1800-1899
Tetrorchidium rubrivenium,400-499,2700-2799
Theobroma bicolor,200-299,1000-1099
Theobroma cacao,100-199,1600-1699
Theobroma gileri,100-199,700-799
Theobroma glaucum,200-299,700-799
Theobroma speciosum,N/A,N/A
Theobroma subincanum,100-199,1400-1499
Tocoyena pittieri,200-299,800-899
Tournefortia cuspidata,300-399,900-999
Tournefortia fuliginosa,1500-1599,3300-3399
Tournefortia scabrida,800-899,3300-3399
Tovomita choisyana,500-599,500-599
Tovomita spruceana,100-199,200-299
Tovomita stylosa,300-399,1400-1499
Toxicodendron striatum,1000-1099,2500-2599
Trattinnickia aspera,700-799,700-799
Trattinnickia burserifolia,100-199,800-899
Trattinnickia lawrancei,N/A,N/A
Trema integerrima,300-399,800-899
Trema micrantha,100-199,2000-2099
Trichilia cipo,300-399,300-399
Trichilia elegans,300-399,1000-1099
Trichilia hirta,100-199,900-999
Trichilia inaequilatera,N/A,N/A
Trichilia martiana,200-299,1000-1099
Trichilia maynasiana,300-399,500-599
Trichilia micrantha,100-199,1400-1499
Trichilia moschata,N/A,N/A
Trichilia pallida,100-199,1500-1599
Trichilia pleeana,200-299,800-899
Trichilia poeppigii,100-199,300-399
Trichilia primogenita,900-999,1100-1199
Trichilia quadrijuga,400-499,1400-1499
Trichilia rubra,N/A,N/A
Trichilia schomburgkii,400-499,500-599
Trichilia septentrionalis,100-199,1400-1499
Trichilia stipitata,N/A,N/A
Trichilia surinamensis,100-199,800-899
Trichospermum galeottii,200-299,900-999
Triplaris americana,200-299,1000-1099
Triplaris cumingiana,100-199,100-199
Trophis racemosa,200-299,1100-1199
Turpinia heterophylla,N/A,N/A
Ulex europaeus,2500-2599,3500-3599
Unonopsis guatterioides,100-199,800-899
Unonopsis pacifica,N/A,N/A
Unonopsis spectabilis,800-899,900-999
Urera baccifera,100-199,2100-2199
Urera caracasana,200-299,2100-2199
Urera simplex,200-299,2000-2099
Vachellia macracantha,300-399,2200-2299
Vallea ecuadorensis,2600-2699,2600-2699
Vallea stipularis,1400-1499,3800-3899
Varronia cylindrostachya,500-599,3300-3399
Vasconcellea goudotiana,700-799,1100-1199
Vasconcellea microcarpa,300-399,2200-2299
Vasconcellea pubescens,1200-1299,2700-2799
Vatairea guianensis,100-199,100-199
Verbesina arborea,1400-1499,3200-3299
Verbesina latisquama,N/A,N/A
Verbesina lloensis,2500-2599,2500-2599
Verbesina nudipes,800-899,3600-3699
Vernonanthura patens,200-299,2000-2099
Viburnum anabaptista,N/A,N/A
Viburnum antioquiense,N/A,N/A
Viburnum ayavacense,N/A,N/A
Viburnum hallii,700-799,3500-3599
Viburnum lasiophyllum,1200-1299,3100-3199
Viburnum pichinchense,2200-2299,3500-3599
Viburnum reticulatum,N/A,N/A
Viburnum tinoides,1400-1499,3300-3399
Viburnum toronis,800-899,3200-3299
Viburnum triphyllum,2000-2099,3800-3899
Viburnum undulatum,N/A,N/A
Virola calophylla,100-199,700-799
Virola dixonii,200-299,800-899
Virola duckei,200-299,800-899
Virola elongata,100-199,1400-1499
Virola flexuosa,300-399,500-599
Virola loretensis,300-399,300-399
Virola macrocarpa,N/A,N/A
Virola mollissima,N/A,N/A
Virola pavonis,100-199,800-899
Virola reidii,100-199,900-999
Virola sebifera,100-199,1200-1299
Vismia baccifera,100-199,3500-3599
Vismia cayennensis,100-199,800-899
Vismia gracilis,200-299,700-799
Vismia guianensis,100-199,1900-1999
Vismia laevis,N/A,N/A
Vismia lateriflora,700-799,700-799
Vismia lauriformis,900-999,2000-2099
Vismia macrophylla,100-199,1900-1999
Vismia mandurr,1600-1699,2500-2599
Vismia pozuzoensis,300-399,1400-1499
Vismia sprucei,N/A,N/A
Vismia tomentosa,800-899,800-899
Vitex capitata,N/A,N/A
Vitex compressa,N/A,N/A
Vitex cymosa,300-399,300-399
Vitex triflora,200-299,200-299
Vochysia duquei,1800-1899,1900-1999
Vochysia ferruginea,100-199,800-899
Vochysia lehmannii,300-399,800-899
Vochysia megalantha,2200-2299,2200-2299
Warszewiczia coccinea,100-199,1900-1999
Weinmannia auriculata,2700-2799,3400-3499
Weinmannia cochensis,3000-3099,3900-3999
Weinmannia elliptica,1200-1299,3500-3599
Weinmannia fagaroides,1400-1499,3900-3999
Weinmannia latifolia,1600-1699,2800-2899
Weinmannia lentiscifolia,2700-2799,2800-2899
Weinmannia mariquitae,2800-2899,3600-3699
Weinmannia microphylla,N/A,N/A
Weinmannia multijuga,2200-2299,3100-3199
Weinmannia ovata,N/A,N/A
Weinmannia pinnata,700-799,3600-3699
Weinmannia polyphylla,N/A,N/A
Weinmannia pubescens,700-799,3300-3399
Weinmannia reticulata,2300-2399,3400-3499
Weinmannia rollottii,2500-2599,3500-3599
Weinmannia sorbifolia,1600-1699,3900-3999
Weinmannia subsessiliflora,N/A,N/A
Weinmannia tomentosa,2500-2599,3900-3999
Wettinia fascicularis,1300-1399,1900-1999
Wettinia kalbreyeri,1000-1099,2200-2299
Wettinia oxycarpa,800-899,1200-1299
Wettinia praemorsa,600-699,2000-2099
Wettinia quinaria,100-199,3900-3999
Witheringia coccoloboides,300-399,1600-1699
Wittmackanthus stanleyanus,300-399,400-499
Xanthosoma sagittifolium,700-799,1900-1999
Xylopia amazonica,100-199,400-499
Xylopia aromatica,100-199,1400-1499
Xylopia cuspidata,N/A,N/A
Xylopia discreta,N/A,N/A
Xylopia emarginata,100-199,500-599
Xylopia frutescens,300-399,300-399
Xylopia polyantha,300-399,300-399
Xylopia sericea,200-299,200-299
Zanthoxylum acuminatum,N/A,N/A
Zanthoxylum fagara,300-399,2500-2599
Zanthoxylum formiciferum,N/A,N/A
Zanthoxylum lenticulare,N/A,N/A
Zanthoxylum melanostictum,1800-1899,1800-1899
Zanthoxylum pucro,N/A,N/A
Zanthoxylum quinduense,1400-1499,3600-3699
Zanthoxylum rhoifolium,200-299,2300-2399
Zanthoxylum rigidum,300-399,2600-2699
Zanthoxylum sprucei,N/A,N/A
Zinowiewia australis,800-899,800-899
Zygia lathetica,N/A,N/A
Zygia latifolia,200-299,1400-1499
Zygia picramnioides,N/A,N/A
Bunchosia argentea,700-799,2000-2099
Bunchosia armeniaca,300-399,2500-2599
Bunchosia diphylla,N/A,N/A
Bunchosia pseudonitida,300-399,1100-1199
Bursera graveolens,400-499,1400-1499
Bursera simaruba,300-399,300-399
Byrsonima arthropoda,N/A,N/A
Byrsonima garcibarrigae,800-899,800-899
Byrsonima poeppigiana,700-799,700-799
Byrsonima spicata,100-199,400-499
Cabralea canjerana,700-799,1400-1499
Calatola costaricensis,500-599,2400-2499
Calliandra magdalenae,300-399,1100-1199
Calliandra purdiei,400-499,1100-1199
Calliandra riparia,200-299,900-999
Calophyllum brasiliense,100-199,2100-2199
Calycolpus moritzianus,800-899,800-899
Calycophyllum multiflorum,N/A,N/A
Calycophyllum spruceanum,300-399,300-399
Campomanesia speciosa,N/A,N/A
Capirona decorticans,100-199,300-399
Capparidastrum petiolare,N/A,N/A
Carapa alticola,600-699,600-699
Carapa megistocarpa,1400-1499,1400-1499
Cariniana pyriformis,N/A,N/A
Caryocar amygdaliferum,N/A,N/A
Caryocar glabrum,100-199,1400-1499
Caryocar pallidum,N/A,N/A
Caryodaphnopsis theobromifolia,100-199,1300-1399
Caryodendron orinocense,200-299,1200-1299
Casearia aculeata,200-299,1000-1099
Casearia arborea,200-299,1200-1299
Casearia cajambrensis,700-799,1500-1599
Casearia combaymensis,N/A,N/A
Casearia decandra,700-799,700-799
Casearia fasciculata,200-299,900-999
Casearia grandiflora,100-199,1200-1299
Casearia mariquitensis,200-299,1900-1999
Casearia megacarpa,800-899,2000-2099
Casearia prunifolia,300-399,2700-2799
Casearia quinduensis,2200-2299,2600-2699
Casearia sylvestris,100-199,1900-1999
Casearia tachirensis,2100-2199,2600-2699
Casearia ulmifolia,100-199,500-599
Casearia zahlbruckneri,1800-1899,1900-1999
Cassia moschata,200-299,700-799
Cassipourea guianensis,100-199,700-799
Castilla elastica,100-199,1400-1499
Castilla tunu,100-199,500-599
Castilla ulei,N/A,N/A
Cathedra acuminata,N/A,N/A
Cavendishia bracteata,1500-1599,3800-3899
Cavendishia compacta,N/A,N/A
Cavendishia guatapeensis,N/A,N/A
Cavendishia pubescens,1400-1499,3200-3299
Cecropia albicans,N/A,N/A
Cecropia andina,2200-2299,2200-2299
Cecropia angustifolia,900-999,2800-2899
Cecropia bullata,1800-1899,2000-2099
Cecropia engleriana,200-299,800-899
Cecropia gabrielis,1200-1299,1800-1899
Cecropia hispidissima,400-499,400-499
Cecropia insignis,N/A,N/A
Cecropia membranacea,200-299,1300-1399
Cecropia montana,700-799,700-799
Cecropia obtusifolia,200-299,2000-2099
Cecropia peltata,200-299,1600-1699
Cecropia reticulata,500-599,1800-1899
Cecropia sciadophylla,200-299,1400-1499
Cecropia telenitida,1200-1299,2300-2399
Cedrela fissilis,N/A,N/A
Cedrela montana,2000-2099,3200-3299
Cedrela odorata,200-299,1900-1999
Cedrelinga cateniformis,100-199,600-699
Ceiba pentandra,100-199,1000-1099
Ceiba samauma,N/A,N/A
Ceiba speciosa,N/A,N/A
Ceiba trischistandra,N/A,N/A
Celtis iguanaea,200-299,1400-1499
Celtis schippii,100-199,300-399
Centronia laurifolia,1400-1499,1400-1499
Ceroxylon echinulatum,N/A,N/A
Ceroxylon parvifrons,2700-2799,2800-2899
Ceroxylon quindiuense,2200-2299,3400-3499
Ceroxylon vogelianum,2400-2499,2800-2899
Cespedesia spathulata,100-199,1100-1199
Cestrum cuneifolium,2500-2599,2700-2799
Cestrum humboldtii,1700-1799,3400-3499
Cestrum megalophyllum,500-599,2100-2199
Cestrum ochraceum,1400-1499,3500-3599
Cestrum peruvianum,2000-2099,3300-3399
Cestrum petiolare,2800-2899,3300-3399
Cestrum racemosum,300-399,3100-3199
Chamaedorea allenii,700-799,700-799
Chamaedorea linearis,600-699,2300-2399
Chamaedorea pinnatifrons,200-299,2500-2599
Cheiloclinium cognatum,100-199,300-399
Chimarrhis hookeri,700-799,800-899
Chlorocardium venenosum,300-399,300-399
Chloroleucon mangense,N/A,N/A
Chomelia spinosa,400-499,1300-1399
Chomelia tenuiflora,100-199,1000-1099
Chrysochlamys bracteolata,100-199,1400-1499
Chrysochlamys colombiana,900-999,3500-3599
Chrysochlamys dependens,300-399,2000-2099
Chrysochlamys macrophylla,1400-1499,1400-1499
Chrysochlamys membranacea,200-299,800-899
Chrysochlamys nicaraguensis,N/A,N/A
Chrysochlamys ulei,1400-1499,1400-1499
Chrysochlamys weberbaueri,500-599,1400-1499
Chrysophyllum amazonicum,N/A,N/A
Chrysophyllum argenteum,100-199,1400-1499
Chrysophyllum cainito,1200-1299,1200-1299
Chrysophyllum colombianum,N/A,N/A
Chrysophyllum lucentifolium,1400-1499,1400-1499
Chrysophyllum manaosense,100-199,700-799
Chrysophyllum prieurii,100-199,100-199
